,,,,,,,,,,,,,,,,
Status,Submittal ID,Subject,From Company,Expected,Received,Days Late Received,Due Date,Days Late Responding,Responded,Final Response,Last Action Action,Prepared On,Closed,Days +/-,row height,Days +/- responding
,09 51 00-034-01,09 51 00-034-01 SUSPENDED CEILING SYSTEMS - Shop Drawings CL22 - Metal Ceiling,Mortenson Construction,,3/25/2021,,4/9/2021,,4/5/2021,Approved as Noted,Approved as Noted,10/11/2021,4/5/2021,31629,R,-12
,09 51 00-035-00,"09 51 00-035-00 SUSPENDED CEILING SYSTEMS - Shop Drawings CL05A, CL46, CL51, CL52, & CL53",Mortenson Construction,,11/18/2020,,12/4/2020,,12/3/2020,Approved as Noted,Approved as Noted,10/11/2021,12/3/2020,31538,R,-13
,09 51 00-036-00,09 51 00-036-00 SUSPENDED CEILING SYSTEMS - Standard ACT Shop Drawings (NHL & Premium Space),Mortenson Construction,,1/4/2021,,1/19/2021,,1/20/2021,Approved as Noted,Approved as Noted,10/11/2021,1/20/2021,31571,R,-12
,09 51 00-037-00,09 51 00-037-00 SUSPENDED CEILING SYSTEMS - Samples,Mortenson Construction,,11/19/2020,,1/5/2021,,12/16/2020,Approved as Noted,Approved as Noted,10/11/2021,12/16/2020,31539,R,-34
,09 51 00-038-00,09 51 00-038-00 Suspended Ceiling Systems - CL40 Shop Drawings (Base Building),Mortenson Construction,,11/19/2020,,12/7/2020,,12/2/2020,Approved as Noted,Approved as Noted,10/11/2021,12/2/2020,31539,R,-13
,09 51 00-039-00,09 51 00-039-00 Ceiling Sample CL42,Mortenson Construction,,12/16/2020,,1/8/2021,,12/17/2020,Approved as Noted,Approved as Noted,10/11/2021,12/17/2020,31558,R,-18
,09 51 00-040-00,"09 51 00-040-00 SUSPENDED CEILING SYSTEMS - CL44, CL46, CL43, and CL24 Samples (Locker Rooms)",Mortenson Construction,,12/11/2020,,1/5/2021,,12/16/2020,Approved as Noted,Approved as Noted,10/11/2021,12/16/2020,31555,R,-18
,09 51 00-041-00,09 51 00-041-00 CL41/M11 Soffit,Mortenson Construction,,2/15/2021,,3/1/2021,,3/1/2021,Approved as Noted,Approved as Noted,10/11/2021,3/1/2021,31601,R,-11
,09 51 00-042-00,09 51 00-042-00 CL41 East/West Con Stair,Mortenson Construction,,3/8/2021,,3/22/2021,,3/24/2021,Approved as Noted,Approved as Noted,10/11/2021,3/24/2021,31616,R,-11
,09 51 00-043-00,09 51 00-043-00 CL22 Engineering & Calculations,Mortenson Construction,,1/8/2021,,1/22/2021,,1/8/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,1/8/2021,31575,R,-11
,09 51 00-043-01,09 51 00-043-01 CL22 Engineering & Calculations,Mortenson Construction,,1/26/2021,,2/9/2021,,1/28/2021,Approved as Noted,Approved as Noted,10/11/2021,1/28/2021,31587,R,-11
,09 51 00-044-00,09 51 00-044-00 Ceiling Systems - CL1 Amazon Ceiling Shop Drawings,Mortenson Construction,,4/15/2021,,4/29/2021,,4/19/2021,Approved as Noted,Approved as Noted,10/11/2021,4/19/2021,31644,R,-11
,09 51 00-045-00,09 51 00-045-00 CL22 Shop Drawings - Upper Con Area A and B Added Scope,Mortenson Construction,,5/6/2021,,5/20/2021,,5/9/2021,Approved,Approved,10/11/2021,5/9/2021,31659,R,-11
,09 51 00-046-00,09 51 00-046-00 CL22 Shop Drawings - Main Con Food Service Added Scope,Mortenson Construction,,5/3/2021,,5/17/2021,,5/9/2021,Approved as Noted,Approved as Noted,10/11/2021,5/9/2021,31656,R,-11
,09 51 00-047-00,09 51 00-047-00 SUSPENDED CEILING SYSTEM - CL1 Sample - Updated per CCD088,Mortenson Construction,,5/11/2021,,5/25/2021,,5/18/2021,Approved,Approved,10/11/2021,5/18/2021,31662,R,-11
,09 51 00-048-00,09 51 00-048-00 CL22 Attachment to Ring Beam Alternate Condition Stamped Shop Drawing,Mortenson Construction,,4/15/2021,,4/29/2021,,4/28/2021,Approved as Noted,Approved as Noted,10/11/2021,4/28/2021,31644,R,-11
,09 51 00-049-00,09 51 00-049-00 SUSPENDED CEILING SYSTEM - CL22 Supplemental Attachment Detail,Mortenson Construction,,5/10/2021,,5/24/2021,,5/20/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/20/2021,31661,R,-11
,09 51 00-049-01,09 51 00-049-01 SUSPENDED CEILING SYSTEM - CL22 Supplemental Attachment Detail,Mortenson Construction,,6/15/2021,,6/29/2021,,6/29/2021,Approved,Approved,10/11/2021,6/29/2021,31687,R,-11
,09 51 00-050-00,09 51 00-050-00 SUSPENDED CEILING SAMPLE - CL22 Matte Black Sample Added Scope,Mortenson Construction,,5/18/2021,,6/2/2021,,6/4/2021,Approved,Approved,10/11/2021,6/4/2021,31667,R,-12
,09 51 00-051-00,09 51 00-051-00 SUSPENDED CEILING SYSTEM - CL13 Coors Light Bar - Shop Drawings,Mortenson Construction,,7/1/2021,,7/14/2021,,7/2/2021,Approved as Noted,Approved as Noted,10/11/2021,7/2/2021,31699,R,-10
,09 51 00-052-00,"09 51 00-052-00 SUSPENDED CEILING SYSTEM - CL13 Coors Light Bar - Product Data, Maintenance Data, and Sample Warranty.",Mortenson Construction,,7/7/2021,,7/21/2021,,7/14/2021,Approved,Approved,10/11/2021,7/14/2021,31703,R,-11
,09 51 00-053-00,09 51 00-053-00 SUSPENDED CEILING SYSTEM - CL13 Coors Light Bar - Samples,Mortenson Construction,,6/28/2021,,7/12/2021,,6/30/2021,Approved,Approved,10/11/2021,6/30/2021,31696,R,-11
,09 51 13-001-00,09 51 13-001-00 CL41/42 Samples,Mortenson Construction,,12/7/2020,,12/21/2020,,12/17/2020,Approved as Noted,Approved as Noted,10/11/2021,12/17/2020,31551,R,-11
,09 51 13-002-00,09 51 13-002-00 Acoustic Baffles - Shop Drawings,Mortenson Construction,,12/21/2020,,1/13/2021,,1/12/2021,Approved as Noted,Approved as Noted,10/11/2021,1/12/2021,31561,R,-18
,09 51 13-003-00,09 51 13-003-00 Acoustic Baffles - Calculations,Mortenson Construction,,12/21/2020,,1/13/2021,,1/12/2021,Approved as Noted,Approved as Noted,10/11/2021,1/12/2021,31561,R,-18
,09 51 13-004-00,09 51 13-004-00 Sound Absorbing Acoustic Baffles - CL12 Product Data,Mortenson Construction,,1/25/2021,,2/8/2021,,2/9/2021,Approved as Noted,Approved as Noted,10/11/2021,2/9/2021,31586,R,-11
,09 51 13-005-00,09 51 13-005-00 CL12 Shop Drawings,Mortenson Construction,,2/15/2021,,3/1/2021,,3/1/2021,Approved as Noted,Approved as Noted,10/11/2021,3/1/2021,31601,R,-11
,09 51 13-006-00,09 51 13-006-00 Acoustical Baffle Color Match Samples,Mortenson Construction,,2/23/2021,,3/9/2021,,2/25/2021,Approved as Noted,Approved as Noted,10/11/2021,2/25/2021,31607,R,-11
,09 51 13-007-00,09 51 13-007-00 Polysorb Acoustical Baffle Samples,Mortenson Construction,,6/18/2021,,7/2/2021,,6/30/2021,Approved as Noted,Approved as Noted,10/11/2021,6/30/2021,31690,R,-11
,09 51 13-008-00,09 51 13-008-00 Polysorb Acoustical Baffle Product Data,Mortenson Construction,,6/18/2021,,7/2/2021,,7/6/2021,Approved as Noted,Approved as Noted,10/11/2021,7/6/2021,31690,R,-11
,09 51 13-009-00,09 51 13-009-00 Salvage Panel Replacement Shop Drawings,Mortenson Construction,,9/27/2021,,10/11/2021,,10/4/2021,Approved as Noted,Approved as Noted,10/11/2021,10/4/2021,31761,R,-11
,09 53 23-001-00,09 53 23-001-00 MODULAR METAL CEILINGS - Shop Drawings CL24 WMBA,Mortenson Construction,,2/3/2021,,2/17/2021,,2/18/2021,Approved as Noted,Approved as Noted,10/11/2021,2/18/2021,31593,R,-11
,09 54 43-002-00,09 54 43-002-00 Stretched Fabric Ceiling - CL60 Shop Drawings,Mortenson Construction,,4/5/2021,,4/19/2021,,4/19/2021,Approved as Noted,Approved as Noted,10/11/2021,4/19/2021,31636,R,-11
,09 54 43-003-00,09 54 43-003-00 CL60 Shop Drawings - Added Scope Tunnel Corridors,Mortenson Construction,,5/18/2021,,6/2/2021,,6/4/2021,Approved as Noted,Approved as Noted,10/11/2021,6/4/2021,31667,R,-12
,09 61 13-001-00,09 61 13-001-00 FLOOR SEALERS - Product Data,Mortenson Construction,,11/12/2020,,11/30/2020,,11/17/2020,Approved,Approved,10/11/2021,11/17/2020,31534,R,-13
,09 61 13-001-01,09 61 13-001-01 FLOOR SEALERS - Product Data,Mortenson Construction,,12/18/2020,,1/12/2021,,1/11/2021,For Information Only,For Information Only,10/11/2021,1/11/2021,31560,R,-18
,09 61 13-001-02,09 61 13-001-02 FLOOR SEALERS - Product Data,Mortenson Construction,,6/16/2021,,6/30/2021,,6/18/2021,Approved,Approved,10/11/2021,6/18/2021,31688,R,-11
,09 61 13-004-00,09 61 13-004-00 FLOOR SEALERS - Maintenance Data,Mortenson Construction,,5/3/2021,,5/17/2021,,5/4/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,5/4/2021,31656,R,-11
,09 61 13-004-01,09 61 13-004-01 FLOOR SEALERS - Maintenance Data,Mortenson Construction,,7/8/2021,,7/22/2021,,7/14/2021,Approved,Approved,10/11/2021,7/14/2021,31704,R,-11
,09 61 13-005-00,09 61 13-005-00 1st Ave. N. Garage Floor Sealer Package,Mortenson Construction,,9/8/2021,,9/22/2021,,9/8/2021,Approved,Approved,10/11/2021,9/8/2021,31748,R,-11
,09 65 13-007-00,09 65 13-007-00 RESILIENT BASE AND ACCESSORIES - Samples,Mortenson Construction,,1/4/2021,,1/19/2021,,1/20/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,1/20/2021,31571,R,-12
,09 65 13-011-00,09 65 13-011-00 RESILIENT BASE AND ACCESSORIES - RB3 Sample,Mortenson Construction,,11/19/2020,,12/7/2020,,12/1/2020,Approved as Noted,Approved as Noted,10/11/2021,12/1/2020,31539,R,-13
,09 65 13-012-00,09 65 13-012-00 Resilient Base RB5 Sample,Mortenson Construction,,2/11/2021,,2/25/2021,,2/25/2021,Approved,Approved,10/11/2021,2/25/2021,31599,R,-11
,09 65 19-008-00,09 65 19-008-00 RESILIENT FLOORING - Samples,Mortenson Construction,,9/24/2020,,10/8/2020,,10/6/2020,Approved,Approved,10/11/2021,10/6/2020,31499,R,-11
,09 65 19-015-00,09 65 19-015-00 Resilient Flooring Sample RF11 (Premium),Mortenson Construction,,11/19/2020,,12/7/2020,,12/1/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,12/1/2020,31539,R,-13
,09 65 19-016-00,09 65 19-016-00 RF7 Sample,Mortenson Construction,,1/11/2021,,1/26/2021,,1/21/2021,Approved as Noted,Approved as Noted,10/11/2021,1/21/2021,31576,R,-12
,09 67 23-001-00,09 67 23-001-00 RESINOUS FLOORING - Product Data,Mortenson Construction,,7/27/2020,,8/10/2020,,8/28/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,8/28/2020,31456,R,-11
,09 67 23-001-01,09 67 23-001-01 RESINOUS FLOORING - Product Data,Mortenson Construction,,9/30/2020,,10/14/2020,,10/13/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,10/13/2020,31503,R,-11
,09 67 23-001-02,09 67 23-001-02 RESINOUS FLOORING - Product Data Primer Resubmit,Mortenson Construction,,11/3/2020,,11/17/2020,,11/17/2020,Approved,Approved,10/11/2021,11/17/2020,31527,R,-11
,09 67 23-012-00,09 67 23-012-00 MMA Shop Drawings,Mortenson Construction,,10/14/2020,,10/28/2020,,10/29/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,10/29/2020,31513,R,-11
,09 67 23-012-01,09 67 23-012-01 MMA Shop Drawings,Mortenson Construction,,1/25/2021,,2/8/2021,,2/17/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,2/17/2021,31586,R,-11
,09 67 23-013-00,09 67 23-013-00 Floor Solutions Installer Certifications,Mortenson Construction,,11/2/2020,,11/16/2020,,11/17/2020,Approved,Approved,10/11/2021,11/17/2020,31526,R,-11
,09 67 23-014-00,09 67 23-014-00 MMA Sample,Mortenson Construction,,11/23/2020,,12/9/2020,,12/7/2020,Approved as Noted,Approved as Noted,10/11/2021,12/7/2020,31541,R,-13
,09 68 00-001-00,"09 68 00-001-00 Carpet & Resilient - Product Data, Testing, Maintenance, & Warranty",Mortenson Construction,,3/23/2021,,4/7/2021,,4/8/2021,Approved as Noted,Approved as Noted,10/11/2021,4/8/2021,31627,R,-12
,09 68 00-001-01,"09 68 00-001-01 Carpet & Resilient - Product Data, Testing, Maintenance, & Warranty",Mortenson Construction,,5/25/2021,,6/9/2021,,6/7/2021,Approved,Approved,10/11/2021,6/7/2021,31672,R,-12
,09 68 00-004-00,"09 68 00-004-00 Carpet, Resilient Base, and Resilient Flooring Shop and Seam Diagrams",Mortenson Construction,,1/11/2021,,1/26/2021,,1/26/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,1/26/2021,31576,R,-12
,09 68 00-005-00,09 68 00-005-00 CARPETING - Samples,Mortenson Construction,,9/23/2020,,10/7/2020,,10/5/2020,Approved,Approved,10/11/2021,10/5/2020,31498,R,-11
,09 68 00-006-00,"09 68 00-006-00 Carpet, Resilient Floor, & Resilient Base - Product Schedule",Mortenson Construction,,2/3/2021,,2/17/2021,,2/15/2021,Rejected,Rejected,10/11/2021,2/15/2021,31593,R,-11
,09 68 00-013-00,09 68 00-013-00 Carpet CA14 Sample (NHL Locker Room),Mortenson Construction,,11/9/2020,,11/23/2020,,11/13/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,11/13/2020,31531,R,-11
,09 68 00-013-01,09 68 00-013-01 Carpet CA14 Sample (NHL Locker Room),Mortenson Construction,,12/7/2020,,12/21/2020,,12/15/2020,Approved,Approved,10/11/2021,12/15/2020,31551,R,-11
,09 68 00-014-00,09 68 00-014-00 Carpet CA14 Seam Diagram & Pattern (NHL Locker Room),Mortenson Construction,,1/27/2021,,2/10/2021,,2/3/2021,Approved as Noted,Approved as Noted,10/11/2021,2/3/2021,31588,R,-11
,09 68 00-014-01,09 68 00-014-01 Carpet CA14 Seam Diagram & Pattern (NHL Locker Room),Mortenson Construction,,2/11/2021,,2/25/2021,,2/11/2021,Approved as Noted,Approved as Noted,10/11/2021,2/11/2021,31599,R,-11
,09 68 00-015-00,09 68 00-015-00 CA11 Sample Revision 1,Mortenson Construction,,2/11/2021,,2/25/2021,,2/25/2021,Approved,Approved,10/11/2021,2/25/2021,31599,R,-11
,09 68 00-016-00,09 68 00-016-00 Carpet Sample - Amazon Lounge and Star Dressing Rooms,Mortenson Construction,,4/9/2021,,4/23/2021,,4/27/2021,Approved,Approved,10/11/2021,4/27/2021,31640,R,-11
,09 68 00-017-00,09 68 00-017-00 CARPETING - Transition Strips Product Data,Mortenson Construction,,5/11/2021,,5/25/2021,,5/18/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,5/18/2021,31662,R,-11
,09 68 00-017-01,09 68 00-017-01 CARPETING - Transition Strips - Product Data,Mortenson Construction,,5/24/2021,,6/8/2021,,5/27/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/27/2021,31671,R,-12
,09 68 00-017-02,09 68 00-017-02 CARPETING - Transition Strips - Product Data,Mortenson Construction,,6/30/2021,,7/14/2021,,7/2/2021,Approved,Approved,10/11/2021,7/2/2021,31698,R,-11
,09 68 00-018-00,09 68 00-018-00 CARPETING - Transition Strips Samples,Mortenson Construction,,5/11/2021,,5/25/2021,,5/27/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/27/2021,31662,R,-11
,09 68 00-018-01,09 68 00-018-01 CARPETING - Transition Strips Samples,Mortenson Construction,,6/30/2021,,7/14/2021,,7/2/2021,Approved,Approved,10/11/2021,7/2/2021,31698,R,-11
,09 68 00-019-00,09 68 00-019-00 CARPETING - Transition Strips - Product Data,Mortenson Construction,,5/19/2021,,6/3/2021,,,Void,Void,10/11/2021,5/24/2021,31668,R,-12
,09 72 00-004-00,09 72 00-004-00 WALL COVERINGS - Product Data (Premium),Mortenson Construction,,10/12/2020,,10/26/2020,,10/19/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,10/19/2020,31511,R,-11
,09 72 00-007-00,09 72 00-007-00 WALL COVERINGS - Shop Drawings,Mortenson Construction,,1/19/2021,,2/2/2021,,2/4/2021,Approved as Noted,Approved as Noted,10/11/2021,2/4/2021,31582,R,-11
,09 72 00-008-00,09 72 00-008-00 WALL COVERINGS - Samples,Mortenson Construction,,9/25/2020,,10/9/2020,,10/5/2020,For Information Only,For Information Only,10/11/2021,10/5/2020,31500,R,-11
,09 72 00-013-00,09 72 00-013-00 WALL COVERINGS,Mortenson Construction,,8/26/2020,,9/9/2020,,8/31/2020,Approved,Approved,10/11/2021,8/31/2020,31478,R,-11
,09 72 00-014-00,09 72 00-014-00 WALL COVERINGS - WC20 and WC21 Product Data (Base Building),Mortenson Construction,,4/21/2021,,5/5/2021,,5/6/2021,Approved,Approved,10/11/2021,5/6/2021,31648,R,-11
,09 72 00-015-00,09 72 00-015-00 WALL COVERINGS - WC23 & WC24 Samples,Mortenson Construction,,11/19/2020,,12/7/2020,,12/1/2020,Approved,Approved,10/11/2021,12/1/2020,31539,R,-13
,09 72 00-016-00,09 72 00-016-00 Mockup Wall Covering Shop Drawings (Tunnel Suite),Mortenson Construction,,1/15/2021,,2/1/2021,,2/1/2021,Approved as Noted,Approved as Noted,10/11/2021,2/1/2021,31580,R,-12
,09 72 00-017-00,09 72 00-017-00 Wall Covering - Sideline Suite Shop Drawings,Mortenson Construction,,12/11/2020,,1/5/2021,,12/21/2020,Approved as Noted,Approved as Noted,10/11/2021,12/21/2020,31555,R,-18
,09 72 00-018-00,09 72 00-018-00 WC20 & WC21 Sample,Mortenson Construction,,2/15/2021,,3/1/2021,,3/1/2021,Approved,Approved,10/11/2021,3/1/2021,31601,R,-11
,09 72 00-019-00,09 72 00-019-00 Wallcovering Samples,Mortenson Construction,,4/9/2021,,4/23/2021,,4/27/2021,Approved,Approved,10/11/2021,4/27/2021,31640,R,-11
,09 72 00-020-00,09 72 00-020-00 WC7 and WC8 Product Data,Mortenson Construction,,4/21/2021,,5/5/2021,,5/6/2021,Approved as Noted,Approved as Noted,10/11/2021,5/6/2021,31648,R,-11
,09 72 00-021-00,09 72 00-021-00 WALL COVERINGS - NHL WC6 - Sample,Mortenson Construction,,5/28/2021,,6/14/2021,,6/1/2021,Approved,Approved,10/11/2021,6/1/2021,31675,R,-12
,09 77 13-002-00,09 77 13-002-00 STRETCHED-FABRIC WALL SYSTEMS - Product Data & Sustainability,Mortenson Construction,,1/4/2021,,1/19/2021,,1/20/2021,Approved as Noted,Approved as Noted,10/11/2021,1/20/2021,31571,R,-12
,09 77 13-004-00,09 77 13-004-00 STRETCHED-FABRIC WALL SYSTEMS - Shop Drawings,Mortenson Construction,,1/4/2021,,1/19/2021,,1/21/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,1/21/2021,31571,R,-12
,09 77 13-004-01,09 77 13-004-01 STRETCHED-FABRIC WALL SYSTEMS - Shop Drawings,Mortenson Construction,2/4/2021,2/24/2021,14 ,3/10/2021,,3/10/2021,Approved as Noted,Approved as Noted,10/11/2021,3/10/2021,15,R,-11
,09 77 13-004-02,09 77 13-004-02 STRETCHED-FABRIC WALL SYSTEMS - Shop Drawings,Mortenson Construction,,4/5/2021,,4/19/2021,,4/27/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,4/27/2021,31636,R,-11
,09 77 13-004-03,09 77 13-004-03 STRETCHED-FABRIC WALL SYSTEMS - Shop Drawings,Mortenson Construction,,7/1/2021,,7/16/2021,,7/13/2021,Approved as Noted,Approved as Noted,10/11/2021,7/13/2021,31699,R,-12
,09 77 13-005-00,09 77 13-005-00 STRETCHED-FABRIC WALL SYSTEMS - Samples,Mortenson Construction,,1/4/2021,,1/19/2021,,1/20/2021,Approved as Noted,Approved as Noted,10/11/2021,1/20/2021,31571,R,-12
,09 77 13-009-00,09 77 13-009-00 STRETCHED-FABRIC WALL SYSTEMS - Sample Warranty,Mortenson Construction,,3/24/2021,,4/8/2021,,4/9/2021,Approved,Approved,10/11/2021,4/9/2021,31628,R,-12
,09 77 13-010-01,09 77 13-010-01 STRETCHED-FABRIC WALL SYSTEMS - Maintenance Data,Mortenson Construction,,8/10/2021,,8/24/2021,,8/10/2021,Approved,Approved,10/11/2021,8/10/2021,31727,R,-11
,09 77 13-011-00,09 77 13-011-00 Stretched Fabric Wall Samples,Mortenson Construction,,4/9/2021,,4/23/2021,,4/27/2021,Approved as Noted,Approved as Noted,10/11/2021,4/27/2021,31640,R,-11
,09 77 13-012-00,09 77 13-012-00 STRETCHED-FABRIC WALL SYSTEMS - F-3 Green Room Sample,Mortenson Construction,,5/21/2021,,6/7/2021,,6/4/2021,Approved,Approved,10/11/2021,6/4/2021,31670,R,-12
,09 84 33-010-00,09 84 33-010-00 SOUND-ABSORBING WALL UNITS - Samples,Mortenson Construction,,1/4/2021,,1/19/2021,,1/20/2021,Approved,Approved,10/11/2021,1/20/2021,31571,R,-12
,09 84 33-016-00,09 84 33-016-00 Sound Absorbing Wall Units Product Data,Mortenson Construction,,11/16/2020,,12/2/2020,,12/2/2020,Approved as Noted,Approved as Noted,10/11/2021,12/2/2020,31536,R,-13
,09 84 33-017-00,09 84 33-017-00 Sound Absorbing Wall Units Samples,Mortenson Construction,,12/7/2020,,12/21/2020,,12/10/2020,Approved,Approved,10/11/2021,12/10/2020,31551,R,-11
,09 84 33-018-00,09 84 33-018-00 Sound Absorbing Wall Units Layout - Space Needle,Mortenson Construction,,1/7/2021,,1/21/2021,,1/15/2021,Approved as Noted,Approved as Noted,10/11/2021,1/15/2021,31574,R,-11
,09 84 33-019-00,09 84 33-019-00 Space Needle Sound Absorbing Wall Units - Back Walls and Corners,Mortenson Construction,,3/10/2021,,3/24/2021,,3/26/2021,Approved as Noted,Approved as Noted,10/11/2021,3/26/2021,31618,R,-11
,09 84 33-020-00,09 84 33-020-00 Sound Absorbing Wall Units - Bridge Level,Mortenson Construction,,4/12/2021,,4/26/2021,,4/28/2021,Approved as Noted,Approved as Noted,10/11/2021,4/28/2021,31641,R,-11
,09 84 33-021-00,09 84 33-021-00 SP5 Samples,Mortenson Construction,,7/1/2021,,7/16/2021,,7/13/2021,Approved,Approved,10/11/2021,7/13/2021,31699,R,-12
,09 91 23-001-00,09 91 23-001-00 Interior Painting - Miscellaneous Metals Primer Product Data,Mortenson Construction,,7/2/2020,,7/16/2020,,7/10/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/10/2020,31439,R,-11
,09 91 23-001-01,09 91 23-001-01 Interior Painting - Miscellaneous Metals Primer Product Data,Mortenson Construction,,8/13/2020,,8/27/2020,,8/20/2020,Approved,Approved,10/11/2021,8/20/2020,31469,R,-11
,09 91 23-003-00,09 91 23-003-00 INTERIOR PAINTING - Samples (Premium & NHL),Mortenson Construction,,11/18/2020,,12/4/2020,,12/4/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,12/4/2020,31538,R,-13
,09 91 23-004-00,09 91 23-004-00 INTERIOR PAINTING - Product Data,Mortenson Construction,,10/12/2020,,10/26/2020,,10/19/2020,Approved,Approved,10/11/2021,10/19/2020,31511,R,-11
,09 91 23-007-00,09 91 23-007-00 INTERIOR PAINTING - P1 Sample,Mortenson Construction,,9/30/2020,,10/14/2020,,10/19/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,10/19/2020,31503,R,-11
,09 91 23-008-00,09 91 23-008-00 INTERIOR PAINTING - P1 Eggshell Sample,Mortenson Construction,,10/23/2020,,11/6/2020,,10/29/2020,Approved as Noted,Approved as Noted,10/11/2021,10/29/2020,31520,R,-11
,09 91 23-009-00,09 91 23-009-00 INTERIOR PAINTING - Samples (Base Building & Premium),Mortenson Construction,,1/4/2021,,1/19/2021,,1/24/2021,Approved as Noted,Approved as Noted,10/11/2021,1/24/2021,31571,R,-12
,09 91 23-010-00,09 91 23-010-00 Paint Samples (Base and Premium Space),Mortenson Construction,,4/9/2021,,4/23/2021,,4/26/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,4/26/2021,31640,R,-11
,09 91 23-011-00,09 91 23-011-00 INTERIOR PAINTING - Dry Erase Paint PD,Mortenson Construction,,4/30/2021,,5/14/2021,,5/12/2021,Approved,Approved,10/11/2021,5/12/2021,31655,R,-11
,09 91 23-012-00,09 91 23-012-00 INTERIOR PAINTING - Ceiling Dry Fall Paint Substitution - Product Data,Mortenson Construction,,5/20/2021,,6/4/2021,,6/4/2021,Approved,Approved,10/11/2021,6/4/2021,31669,R,-12
,09 91 23-014-00,09 91 23-014-00 INTERIOR PAINTING - NHL Home Locker Room Paint Samples,Mortenson Construction,,5/28/2021,,6/14/2021,,6/3/2021,Approved as Noted,Approved as Noted,10/11/2021,6/3/2021,31675,R,-12
,09 91 23-015-00,09 91 23-015-00 INTERIOR PAINTING - Ceiling Dry Fall Paint Substitution - Product Data,Mortenson Construction,,6/1/2021,,6/15/2021,,6/18/2021,Approved,Approved,10/11/2021,6/18/2021,31677,R,-11
,09 91 23-016-00,09 91 23-016-00 INTERIOR PAINTING - Ceiling Dry Fall Paint Substitution - Samples,Mortenson Construction,,6/4/2021,,6/18/2021,,6/24/2021,Approved as Noted,Approved as Noted,10/11/2021,6/24/2021,31680,R,-11
,09 91 23-017-00,09 91 23-017-00 INTERIOR PAINTING - P46 - Sample,Mortenson Construction,,6/10/2021,,6/24/2021,,6/22/2021,Approved,Approved,10/11/2021,6/22/2021,31684,R,-11
,09 91 23-018-00,09 91 23-018-00 INTERIOR PAINTING - Sherwin Williams Ceiling Dry Fall Paint Substitution - Product Data,Mortenson Construction,,7/2/2021,,7/16/2021,,7/6/2021,Approved,Approved,10/11/2021,7/6/2021,31700,R,-11
,09 91 23-019-00,09 91 23-019-00 INTERIOR PAINTING - Amazon JWO Pantone Paint Color Samples,Mortenson Construction,,8/23/2021,,9/6/2021,,9/7/2021,Approved,Approved,10/11/2021,9/7/2021,31736,R,-11
,09 91 23-020-00,09 91 23-020-00 White Dryfall Paint for Upper Concourse - Sample,Mortenson Construction,,8/24/2021,,9/7/2021,,9/8/2021,Approved,Approved,10/11/2021,9/8/2021,31737,R,-11
,09 91 23-021-00,09 91 23-021-00 INTERIOR PAINTING - Metro Club Seating Area Wall Paint - Sample,Mortenson Construction,,9/14/2021,,9/28/2021,,9/14/2021,Approved as Noted,Approved as Noted,10/11/2021,9/14/2021,31752,R,-11
,09 96 00-001-00,09 96 00-001-00 Roof Strengthening Steel High-Performance Coating Product Data,Mortenson Construction,,10/24/2019,,11/7/2019,,11/11/2019,For Information Only,For Information Only,10/11/2021,11/11/2019,31259,R,-11
,09 96 00-002-00,09 96 00-002-00: Steel Product Data,Mortenson Construction,,12/5/2019,,12/19/2019,,12/16/2019,Approved as Noted,Approved as Noted,10/11/2021,12/16/2019,31289,R,-11
,09 96 00-003-00,09 96 00-003-00 High-Performance Coatings - Miscellaneous Metals Primer Product Data,Mortenson Construction,,7/2/2020,,7/16/2020,,7/13/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/13/2020,31439,R,-11
,09 96 00-003-01,09 96 00-003-01 High-Performance Coatings - Miscellaneous Metals Primer Product Data,Mortenson Construction,,8/13/2020,,8/27/2020,,8/20/2020,Approved,Approved,10/11/2021,8/20/2020,31469,R,-11
